source,target,interaction,question,option,is_diagnosis
mo7,mo15,op2Text,Do you have any pain or discomfort in your jaw?,op2Text,0
mo8,cellulitis,Op1Text,Is the swelling or bruising severe?,Op1Text,1
mo8,injury of abdomen,Op1Text,Is the swelling or bruising severe?,Op1Text,1
mo8,neurovascular injury,Op2Text,Is the swelling or bruising severe?,Op2Text,1
mo8,orbital cellulitis,Op2Text,Is the swelling or bruising severe?,Op2Text,1
mo9,trigeminal nerve inflammation,Op1Text,Is the pain constant or intermittent?,Op1Text,1
mo9,trigeminal neuralgia,Op1Text,Is the pain constant or intermittent?,Op1Text,1
mo9,cranial neuralgia,Op2Text,Is the pain constant or intermittent?,Op2Text,1
mo9,neuropathic pain,Op2Text,Is the pain constant or intermittent?,Op2Text,1
mo10,neuropathy,Op1Text,Is the numbness or tingling accompanied by weakness?,Op1Text,1
mo10,notalgia paresthetica,Op1Text,Is the numbness or tingling accompanied by weakness?,Op1Text,1
mo10,encephalitis,Op2Text,Is the numbness or tingling accompanied by weakness?,Op2Text,1
mo10,extrapyramidal disease,Op2Text,Is the numbness or tingling accompanied by weakness?,Op2Text,1
mo11,cluster headache,Op1Text,Is the pain sharp or dull?,Op1Text,1
mo11,trigeminal autonomic cephalgia,Op1Text,Is the pain sharp or dull?,Op1Text,1
mo11,migraine,Op2Text,Is the pain sharp or dull?,Op2Text,1
mo11,atypical facial pain,Op2Text,Is the pain sharp or dull?,Op2Text,1
mo12,dental abscess,Op1Text,Is the tooth pain triggered by hot or cold?,Op1Text,1
mo12,pulpitis,Op1Text,Is the tooth pain triggered by hot or cold?,Op1Text,1
mo12,fracture of tooth,Op2Text,Is the tooth pain triggered by hot or cold?,Op2Text,1
mo12,dental calculus,Op2Text,Is the tooth pain triggered by hot or cold?,Op2Text,1
mo13,aphthous ulcer of mouth,Op1Text,Do you have any sores or ulcers in your mouth?,Op1Text,1
mo13,oral submucous fibrosis,Op1Text,Do you have any sores or ulcers in your mouth?,Op1Text,1
mo13,gingival and periodontal diseases,Op2Text,Do you have any sores or ulcers in your mouth?,Op2Text,1
mo13,gingival abscess,Op2Text,Do you have any sores or ulcers in your mouth?,Op2Text,1
mo14,temporomandibular joint disorder,Op1Text,Do you have any clicking or popping sounds in your jaw?,Op1Text,1
mo14,pain associated with defecation,Op1Text,Do you have any clicking or popping sounds in your jaw?,Op1Text,1
mo14,neoplasm of larynx,Op2Text,Do you have any clicking or popping sounds in your jaw?,Op2Text,1
mo14,neoplasm of oropharynx,Op2Text,Do you have any clicking or popping sounds in your jaw?,Op2Text,1
mo15,temporomandibular joint disorder,Op1Text,Do you have any difficulty opening or closing your mouth?,Op1Text,1
mo15,pain in left wrist,Op1Text,Do you have any difficulty opening or closing your mouth?,Op1Text,1
mo15,pain of left ankle joint,Op2Text,Do you have any difficulty opening or closing your mouth?,Op2Text,1
mo15,pain of left forearm,Op2Text,Do you have any difficulty opening or closing your mouth?,Op2Text,1
mq1,mq2,op1Text,Have you recently experienced any throat infections or surgeries?,op1Text,0
mq1,mq3,op2Text,Have you recently experienced any throat infections or surgeries?,op2Text,0
mq2,mq4,op1Text,Do you have difficulty swallowing or a sensation of something stuck in your throat?,op1Text,0
mq2,mq5,op2Text,Do you have difficulty swallowing or a sensation of something stuck in your throat?,op2Text,0
mq3,mq6,op1Text,Do you have any history of dental problems or procedures?,op1Text,0
mq3,mq7,op2Text,Do you have any history of dental problems or procedures?,op2Text,0
mq4,mq8,op1Text,"Do you have any other symptoms such as fever, swollen lymph nodes, or rash?",op1Text,0
mq4,mq9,op2Text,"Do you have any other symptoms such as fever, swollen lymph nodes, or rash?",op2Text,0
mq5,mq10,op1Text,Do you experience any facial numbness or tingling?,op1Text,0
mq5,mq11,op2Text,Do you experience any facial numbness or tingling?,op2Text,0
mq6,mq12,op1Text,"Do you have any tooth pain, sensitivity, or swelling in your gums?",op1Text,0
mq6,mq13,op2Text,"Do you have any tooth pain, sensitivity, or swelling in your gums?",op2Text,0
mq7,mq14,op1Text,Do you have any history of sinus problems or allergies?,op1Text,0
mq7,mq15,op2Text,Do you have any history of sinus problems or allergies?,op2Text,0
mq8,tonsillitis,Op1Text,QueText,Op1Text,1
mq8,acute bacterial pharyngitis,Op1Text,QueText,Op1Text,1
mq8,gingival abscess,Op2Text,QueText,Op2Text,1
mq8,orbital cellulitis,Op2Text,QueText,Op2Text,1
mq9,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
mq9,neurovascular injury,Op1Text,QueText,Op1Text,1
mq9,neuropathic pain,Op2Text,QueText,Op2Text,1
mq9,cranial neuralgia,Op2Text,QueText,Op2Text,1
mq10,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
mq10,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
mq10,neuropathy,Op2Text,QueText,Op2Text,1
mq10,cluster headache,Op2Text,QueText,Op2Text,1
mq11,sinusitis,Op1Text,QueText,Op1Text,1
mq11,migraine,Op1Text,QueText,Op1Text,1
mq11,atypical facial pain,Op2Text,QueText,Op2Text,1
mq11,herpes zoster,Op2Text,QueText,Op2Text,1
mq12,dental abscess,Op1Text,QueText,Op1Text,1
mq12,pulpitis,Op1Text,QueText,Op1Text,1
mq12,dental calculus,Op2Text,QueText,Op2Text,1
mq12,fracture of tooth,Op2Text,QueText,Op2Text,1
mq13,gingival and periodontal diseases,Op1Text,QueText,Op1Text,1
mq13,aphthous ulcer of mouth,Op1Text,QueText,Op1Text,1
mq13,oral submucous fibrosis,Op2Text,QueText,Op2Text,1
mq13,toothache,Op2Text,QueText,Op2Text,1
mq14,allergic rhinitis,Op1Text,QueText,Op1Text,1
mq14,conjunctivitis,Op1Text,QueText,Op1Text,1
mq14,otitis externa,Op2Text,QueText,Op2Text,1
mq14,otitis media,Op2Text,QueText,Op2Text,1
mq15,cellulitis,Op1Text,QueText,Op1Text,1
mq15,anxiety disorder,Op1Text,QueText,Op1Text,1
mq15,resorption of apex of root of tooth,Op2Text,QueText,Op2Text,1
mq15,post herpetic neuralgia,Op2Text,QueText,Op2Text,1
ms1,ms2,op1Text,What is the new medication or treatment you have started?,op1Text,0
ms1,ms3,op2Text,What is the new medication or treatment you have started?,op2Text,0
ms2,ms4,op1Text,Is the new medication or treatment related to your face or dental health?,op1Text,0
ms2,ms5,op2Text,Is the new medication or treatment related to your face or dental health?,op2Text,0
ms3,ms6,op1Text,Is the new medication or treatment related to your mental health?,op1Text,0
ms3,ms7,op2Text,Is the new medication or treatment related to your mental health?,op2Text,0
ms4,ms8,op1Text,Have you noticed any side effects or worsening of your face pain since starting the new medication or treatment?,op1Text,0
ms4,ms9,op2Text,Have you noticed any side effects or worsening of your face pain since starting the new medication or treatment?,op2Text,0
ms5,ms10,op1Text,Have you noticed any side effects or worsening of your face pain since starting the new medication or treatment?,op1Text,0
ms5,ms11,op2Text,Have you noticed any side effects or worsening of your face pain since starting the new medication or treatment?,op2Text,0
ms6,ms12,op1Text,Have you noticed any side effects or worsening of your face pain since starting the new medication or treatment?,op1Text,0
ms6,ms13,op2Text,Have you noticed any side effects or worsening of your face pain since starting the new medication or treatment?,op2Text,0
ms7,ms14,op1Text,Have you noticed any side effects or worsening of your face pain since starting the new medication or treatment?,op1Text,0
ms7,ms15,op2Text,Have you noticed any side effects or worsening of your face pain since starting the new medication or treatment?,op2Text,0
ms8,dental abscess,Op1Text,QueText,Op1Text,1
ms8,pulpitis,Op1Text,QueText,Op1Text,1
ms8,gingival abscess,Op1Text,QueText,Op1Text,1
ms8,fracture of tooth,Op1Text,QueText,Op1Text,1
ms8,dental calculus,Op1Text,QueText,Op1Text,1
ms8,oral submucous fibrosis,Op1Text,QueText,Op1Text,1
ms8,aphthous ulcer of mouth,Op1Text,QueText,Op1Text,1
ms8,Diagnosis Array,Op2Text,QueText,Op2Text,1
ms9,sinusitis,Op1Text,QueText,Op1Text,1
ms9,migraine,Op1Text,QueText,Op1Text,1
ms9,neuropathy,Op1Text,QueText,Op1Text,1
ms9,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
ms9,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
ms9,allergic rhinitis,Op1Text,QueText,Op1Text,1
ms9,herpes zoster,Op1Text,QueText,Op1Text,1
ms9,conjunctivitis,Op1Text,QueText,Op1Text,1
ms9,tonsillitis,Op1Text,QueText,Op1Text,1
ms9,otitis externa,Op1Text,QueText,Op1Text,1
ms9,otitis media,Op1Text,QueText,Op1Text,1
ms9,cellulitis,Op1Text,QueText,Op1Text,1
ms9,anxiety disorder,Op1Text,QueText,Op1Text,1
ms9,resorption of apex of root of tooth,Op1Text,QueText,Op1Text,1
ms9,post herpetic neuralgia,Op1Text,QueText,Op1Text,1
ms9,trigeminal autonomic cephalgia,Op1Text,QueText,Op1Text,1
ms9,neurovascular injury,Op1Text,QueText,Op1Text,1
ms9,malignant otitis externa,Op1Text,QueText,Op1Text,1
ms9,neoplasm of kidney,Op1Text,QueText,Op1Text,1
ms9,notalgia paresthetica,Op1Text,QueText,Op1Text,1
ms9,xanthelasma palpebrarum,Op1Text,QueText,Op1Text,1
ms9,encephalitis,Op1Text,QueText,Op1Text,1
ms9,tropical pulmonary eosinophilia,Op1Text,QueText,Op1Text,1
ms9,induration of skin,Op1Text,QueText,Op1Text,1
ms9,extrapyramidal disease,Op1Text,QueText,Op1Text,1
ms9,idiopathic disease,Op1Text,QueText,Op1Text,1
ms9,frank hematuria,Op1Text,QueText,Op1Text,1
ms9,neurocirculatory asthenia,Op1Text,QueText,Op1Text,1
ms9,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
ms9,acute bacterial pharyngitis,Op1Text,QueText,Op1Text,1
ms9,acute folliculitis,Op1Text,QueText,Op1Text,1
ms9,furuncle of face,Op1Text,QueText,Op1Text,1
ms9,gingival abscess,Op1Text,QueText,Op1Text,1
ms9,injury of abdomen,Op1Text,QueText,Op1Text,1
ms9,neoplasm of adrenal gland,Op1Text,QueText,Op1Text,1
ms9,neoplasm of larynx,Op1Text,QueText,Op1Text,1
ms9,neoplasm of oropharynx,Op1Text,QueText,Op1Text,1
ms9,orbital cellulitis,Op1Text,QueText,Op1Text,1
ms9,pain associated with defecation,Op1Text,QueText,Op1Text,1
ms9,pain in left wrist,Op1Text,QueText,Op1Text,1
ms9,pain of left ankle joint,Op1Text,QueText,Op1Text,1
ms9,pain of left forearm,Op1Text,QueText,Op1Text,1
ms9,pain of left heel,Op1Text,QueText,Op1Text,1
ms9,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
ms9,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
ms9,neuropathic pain,Op1Text,QueText,Op1Text,1
ms9,cluster headache,Op1Text,QueText,Op1Text,1
ms9,cranial neuralgia,Op1Text,QueText,Op1Text,1
ms9,dental calculus,Op1Text,QueText,Op1Text,1
ms9,fracture of tooth,Op1Text,QueText,Op1Text,1
ms9,gingival and periodontal diseases,Op1Text,QueText,Op1Text,1
ms9,aphthous ulcer of mouth,Op1Text,QueText,Op1Text,1
ms9,oral submucous fibrosis,Op1Text,QueText,Op1Text,1
ms9,sinusitis,Op1Text,QueText,Op1Text,1
ms9,migraine,Op1Text,QueText,Op1Text,1
ms9,atypical facial pain,Op1Text,QueText,Op1Text,1
ms9,herpes zoster,Op1Text,QueText,Op1Text,1
ms9,toothache,Op1Text,QueText,Op1Text,1
ms9,Diagnosis Array,Op2Text,QueText,Op2Text,1
ms10,anxiety disorder,Op1Text,QueText,Op1Text,1
ms10,neurocirculatory asthenia,Op1Text,QueText,Op1Text,1
ms10,Diagnosis Array,Op2Text,QueText,Op2Text,1
ms11,sinusitis,Op1Text,QueText,Op1Text,1
ms11,migraine,Op1Text,QueText,Op1Text,1
ms11,neuropathy,Op1Text,QueText,Op1Text,1
ms11,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
ms11,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
ms11,allergic rhinitis,Op1Text,QueText,Op1Text,1
ms11,herpes zoster,Op1Text,QueText,Op1Text,1
ms11,conjunctivitis,Op1Text,QueText,Op1Text,1
ms11,tonsillitis,Op1Text,QueText,Op1Text,1
ms11,otitis externa,Op1Text,QueText,Op1Text,1
ms11,otitis media,Op1Text,QueText,Op1Text,1
ms11,cellulitis,Op1Text,QueText,Op1Text,1
ms11,anxiety disorder,Op1Text,QueText,Op1Text,1
ms11,resorption of apex of root of tooth,Op1Text,QueText,Op1Text,1
ms11,post herpetic neuralgia,Op1Text,QueText,Op1Text,1
ms11,trigeminal autonomic cephalgia,Op1Text,QueText,Op1Text,1
ms11,neurovascular injury,Op1Text,QueText,Op1Text,1
ms11,malignant otitis externa,Op1Text,QueText,Op1Text,1
ms11,neoplasm of kidney,Op1Text,QueText,Op1Text,1
ms11,notalgia paresthetica,Op1Text,QueText,Op1Text,1
ms11,xanthelasma palpebrarum,Op1Text,QueText,Op1Text,1
ms11,encephalitis,Op1Text,QueText,Op1Text,1
ms11,tropical pulmonary eosinophilia,Op1Text,QueText,Op1Text,1
ms11,induration of skin,Op1Text,QueText,Op1Text,1
ms11,extrapyramidal disease,Op1Text,QueText,Op1Text,1
ms11,idiopathic disease,Op1Text,QueText,Op1Text,1
ms11,frank hematuria,Op1Text,QueText,Op1Text,1
ms11,neurocirculatory asthenia,Op1Text,QueText,Op1Text,1
ms11,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
ms11,acute bacterial pharyngitis,Op1Text,QueText,Op1Text,1
ms11,acute folliculitis,Op1Text,QueText,Op1Text,1
ms11,furuncle of face,Op1Text,QueText,Op1Text,1
ms11,gingival abscess,Op1Text,QueText,Op1Text,1
ms11,injury of abdomen,Op1Text,QueText,Op1Text,1
ms11,neoplasm of adrenal gland,Op1Text,QueText,Op1Text,1
ms11,neoplasm of larynx,Op1Text,QueText,Op1Text,1
ms11,neoplasm of oropharynx,Op1Text,QueText,Op1Text,1
ms11,orbital cellulitis,Op1Text,QueText,Op1Text,1
ms11,pain associated with defecation,Op1Text,QueText,Op1Text,1
ms11,pain in left wrist,Op1Text,QueText,Op1Text,1
ms11,pain of left ankle joint,Op1Text,QueText,Op1Text,1
ms11,pain of left forearm,Op1Text,QueText,Op1Text,1
ms11,pain of left heel,Op1Text,QueText,Op1Text,1
ms11,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
ms11,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
ms11,neuropathic pain,Op1Text,QueText,Op1Text,1
ms11,cluster headache,Op1Text,QueText,Op1Text,1
ms11,cranial neuralgia,Op1Text,QueText,Op1Text,1
ms11,dental calculus,Op1Text,QueText,Op1Text,1
ms11,fracture of tooth,Op1Text,QueText,Op1Text,1
ms11,gingival and periodontal diseases,Op1Text,QueText,Op1Text,1
ms11,aphthous ulcer of mouth,Op1Text,QueText,Op1Text,1
ms11,oral submucous fibrosis,Op1Text,QueText,Op1Text,1
ms11,sinusitis,Op1Text,QueText,Op1Text,1
ms11,migraine,Op1Text,QueText,Op1Text,1
ms11,atypical facial pain,Op1Text,QueText,Op1Text,1
ms11,herpes zoster,Op1Text,QueText,Op1Text,1
ms11,toothache,Op1Text,QueText,Op1Text,1
ms11,Diagnosis Array,Op2Text,QueText,Op2Text,1
ms12,anxiety disorder,Op1Text,QueText,Op1Text,1
ms12,neurocirculatory asthenia,Op1Text,QueText,Op1Text,1
ms12,Diagnosis Array,Op2Text,QueText,Op2Text,1
ms13,sinusitis,Op1Text,QueText,Op1Text,1
ms13,migraine,Op1Text,QueText,Op1Text,1
ms13,neuropathy,Op1Text,QueText,Op1Text,1
ms13,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
ms13,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
ms13,allergic rhinitis,Op1Text,QueText,Op1Text,1
ms13,herpes zoster,Op1Text,QueText,Op1Text,1
ms13,conjunctivitis,Op1Text,QueText,Op1Text,1
ms13,tonsillitis,Op1Text,QueText,Op1Text,1
ms13,otitis externa,Op1Text,QueText,Op1Text,1
ms13,otitis media,Op1Text,QueText,Op1Text,1
ms13,cellulitis,Op1Text,QueText,Op1Text,1
ms13,anxiety disorder,Op1Text,QueText,Op1Text,1
ms13,resorption of apex of root of tooth,Op1Text,QueText,Op1Text,1
ms13,post herpetic neuralgia,Op1Text,QueText,Op1Text,1
ms13,trigeminal autonomic cephalgia,Op1Text,QueText,Op1Text,1
ms13,neurovascular injury,Op1Text,QueText,Op1Text,1
ms13,malignant otitis externa,Op1Text,QueText,Op1Text,1
ms13,neoplasm of kidney,Op1Text,QueText,Op1Text,1
ms13,notalgia paresthetica,Op1Text,QueText,Op1Text,1
ms13,xanthelasma palpebrarum,Op1Text,QueText,Op1Text,1
ms13,encephalitis,Op1Text,QueText,Op1Text,1
ms13,tropical pulmonary eosinophilia,Op1Text,QueText,Op1Text,1
ms13,induration of skin,Op1Text,QueText,Op1Text,1
ms13,extrapyramidal disease,Op1Text,QueText,Op1Text,1
ms13,idiopathic disease,Op1Text,QueText,Op1Text,1
ms13,frank hematuria,Op1Text,QueText,Op1Text,1
ms13,neurocirculatory asthenia,Op1Text,QueText,Op1Text,1
ms13,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
ms13,acute bacterial pharyngitis,Op1Text,QueText,Op1Text,1
ms13,acute folliculitis,Op1Text,QueText,Op1Text,1
ms13,furuncle of face,Op1Text,QueText,Op1Text,1
ms13,gingival abscess,Op1Text,QueText,Op1Text,1
ms13,injury of abdomen,Op1Text,QueText,Op1Text,1
ms13,neoplasm of adrenal gland,Op1Text,QueText,Op1Text,1
ms13,neoplasm of larynx,Op1Text,QueText,Op1Text,1
ms13,neoplasm of oropharynx,Op1Text,QueText,Op1Text,1
ms13,orbital cellulitis,Op1Text,QueText,Op1Text,1
ms13,pain associated with defecation,Op1Text,QueText,Op1Text,1
ms13,pain in left wrist,Op1Text,QueText,Op1Text,1
ms13,pain of left ankle joint,Op1Text,QueText,Op1Text,1
ms13,pain of left forearm,Op1Text,QueText,Op1Text,1
ms13,pain of left heel,Op1Text,QueText,Op1Text,1
ms13,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
ms13,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
ms13,neuropathic pain,Op1Text,QueText,Op1Text,1
ms13,cluster headache,Op1Text,QueText,Op1Text,1
ms13,cranial neuralgia,Op1Text,QueText,Op1Text,1
ms13,dental calculus,Op1Text,QueText,Op1Text,1
ms13,fracture of tooth,Op1Text,QueText,Op1Text,1
ms13,gingival and periodontal diseases,Op1Text,QueText,Op1Text,1
ms13,aphthous ulcer of mouth,Op1Text,QueText,Op1Text,1
ms13,oral submucous fibrosis,Op1Text,QueText,Op1Text,1
ms13,sinusitis,Op1Text,QueText,Op1Text,1
ms13,migraine,Op1Text,QueText,Op1Text,1
ms13,atypical facial pain,Op1Text,QueText,Op1Text,1
ms13,herpes zoster,Op1Text,QueText,Op1Text,1
ms13,toothache,Op1Text,QueText,Op1Text,1
ms13,Diagnosis Array,Op2Text,QueText,Op2Text,1
ms14,anxiety disorder,Op1Text,QueText,Op1Text,1
ms14,neurocirculatory asthenia,Op1Text,QueText,Op1Text,1
ms14,Diagnosis Array,Op2Text,QueText,Op2Text,1
ms15,sinusitis,Op1Text,QueText,Op1Text,1
ms15,migraine,Op1Text,QueText,Op1Text,1
ms15,neuropathy,Op1Text,QueText,Op1Text,1
ms15,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
ms15,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
ms15,allergic rhinitis,Op1Text,QueText,Op1Text,1
ms15,herpes zoster,Op1Text,QueText,Op1Text,1
ms15,conjunctivitis,Op1Text,QueText,Op1Text,1
ms15,tonsillitis,Op1Text,QueText,Op1Text,1
ms15,otitis externa,Op1Text,QueText,Op1Text,1
ms15,otitis media,Op1Text,QueText,Op1Text,1
ms15,cellulitis,Op1Text,QueText,Op1Text,1
ms15,anxiety disorder,Op1Text,QueText,Op1Text,1
ms15,resorption of apex of root of tooth,Op1Text,QueText,Op1Text,1
ms15,post herpetic neuralgia,Op1Text,QueText,Op1Text,1
ms15,trigeminal autonomic cephalgia,Op1Text,QueText,Op1Text,1
ms15,neurovascular injury,Op1Text,QueText,Op1Text,1
ms15,malignant otitis externa,Op1Text,QueText,Op1Text,1
ms15,neoplasm of kidney,Op1Text,QueText,Op1Text,1
ms15,notalgia paresthetica,Op1Text,QueText,Op1Text,1
ms15,xanthelasma palpebrarum,Op1Text,QueText,Op1Text,1
ms15,encephalitis,Op1Text,QueText,Op1Text,1
ms15,tropical pulmonary eosinophilia,Op1Text,QueText,Op1Text,1
ms15,induration of skin,Op1Text,QueText,Op1Text,1
ms15,extrapyramidal disease,Op1Text,QueText,Op1Text,1
ms15,idiopathic disease,Op1Text,QueText,Op1Text,1
ms15,frank hematuria,Op1Text,QueText,Op1Text,1
ms15,neurocirculatory asthenia,Op1Text,QueText,Op1Text,1
ms15,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
ms15,acute bacterial pharyngitis,Op1Text,QueText,Op1Text,1
ms15,acute folliculitis,Op1Text,QueText,Op1Text,1
ms15,furuncle of face,Op1Text,QueText,Op1Text,1
ms15,gingival abscess,Op1Text,QueText,Op1Text,1
ms15,injury of abdomen,Op1Text,QueText,Op1Text,1
ms15,neoplasm of adrenal gland,Op1Text,QueText,Op1Text,1
ms15,neoplasm of larynx,Op1Text,QueText,Op1Text,1
ms15,neoplasm of oropharynx,Op1Text,QueText,Op1Text,1
ms15,orbital cellulitis,Op1Text,QueText,Op1Text,1
ms15,pain associated with defecation,Op1Text,QueText,Op1Text,1
ms15,pain in left wrist,Op1Text,QueText,Op1Text,1
ms15,pain of left ankle joint,Op1Text,QueText,Op1Text,1
ms15,pain of left forearm,Op1Text,QueText,Op1Text,1
ms15,pain of left heel,Op1Text,QueText,Op1Text,1
ms15,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
ms15,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
ms15,neuropathic pain,Op1Text,QueText,Op1Text,1
ms15,cluster headache,Op1Text,QueText,Op1Text,1
ms15,cranial neuralgia,Op1Text,QueText,Op1Text,1
ms15,dental calculus,Op1Text,QueText,Op1Text,1
ms15,fracture of tooth,Op1Text,QueText,Op1Text,1
ms15,gingival and periodontal diseases,Op1Text,QueText,Op1Text,1
ms15,aphthous ulcer of mouth,Op1Text,QueText,Op1Text,1
ms15,oral submucous fibrosis,Op1Text,QueText,Op1Text,1
ms15,sinusitis,Op1Text,QueText,Op1Text,1
ms15,migraine,Op1Text,QueText,Op1Text,1
ms15,atypical facial pain,Op1Text,QueText,Op1Text,1
ms15,herpes zoster,Op1Text,QueText,Op1Text,1
ms15,toothache,Op1Text,QueText,Op1Text,1
ms15,Diagnosis Array,Op2Text,QueText,Op2Text,1
mt1,mt2,op1Text,Do you have any history of facial trauma or injury?,op1Text,0
mt1,mt3,op2Text,Do you have any history of facial trauma or injury?,op2Text,0
mt2,mt4,op1Text,Did the face pain start after the trauma or injury?,op1Text,0
mt2,mt5,op2Text,Did the face pain start after the trauma or injury?,op2Text,0
mt3,mt6,op1Text,"Do you have any dental issues, such as toothache, gum pain, or recent dental work?",op1Text,0
mt3,mt7,op2Text,"Do you have any dental issues, such as toothache, gum pain, or recent dental work?",op2Text,0
mt4,mt8,op1Text,Is the pain constant or does it come and go?,op1Text,0
mt4,mt9,op2Text,Is the pain constant or does it come and go?,op2Text,0
mt5,mt10,op1Text,"Do you experience any other symptoms, such as fever, chills, or swollen lymph nodes?",op1Text,0
mt5,mt11,op2Text,"Do you experience any other symptoms, such as fever, chills, or swollen lymph nodes?",op2Text,0
mt6,mt12,op1Text,Is the dental pain localized to a specific tooth or area?,op1Text,0
mt6,mt13,op2Text,Is the dental pain localized to a specific tooth or area?,op2Text,0
mt7,mt14,op1Text,Do you have a history of sinus issues or allergies?,op1Text,0
mt7,mt15,op2Text,Do you have a history of sinus issues or allergies?,op2Text,0
mt8,neurovascular injury,Op1Text,QueText,Op1Text,1
mt8,neoplasm of kidney,Op1Text,QueText,Op1Text,1
mt8,trigeminal nerve inflammation,Op2Text,QueText,Op2Text,1
mt8,acute bacterial pharyngitis,Op2Text,QueText,Op2Text,1
mt9,neuropathic pain,Op1Text,QueText,Op1Text,1
mt9,cluster headache,Op1Text,QueText,Op1Text,1
mt9,cranial neuralgia,Op2Text,QueText,Op2Text,1
mt9,dental calculus,Op2Text,QueText,Op2Text,1
mt10,fracture of tooth,Op1Text,QueText,Op1Text,1
mt10,gingival and periodontal diseases,Op1Text,QueText,Op1Text,1
mt10,aphthous ulcer of mouth,Op2Text,QueText,Op2Text,1
mt10,oral submucous fibrosis,Op2Text,QueText,Op2Text,1
mt11,sinusitis,Op1Text,QueText,Op1Text,1
mt11,migraine,Op1Text,QueText,Op1Text,1
mt11,atypical facial pain,Op2Text,QueText,Op2Text,1
mt11,herpes zoster,Op2Text,QueText,Op2Text,1
mt12,toothache,Op1Text,QueText,Op1Text,1
mt12,dental abscess,Op1Text,QueText,Op1Text,1
mt12,pulpitis,Op2Text,QueText,Op2Text,1
mt12,resorption of apex of root of tooth,Op2Text,QueText,Op2Text,1
mt13,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
mt13,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
mt13,neuropathy,Op2Text,QueText,Op2Text,1
mt13,migraine,Op2Text,QueText,Op2Text,1
mt14,sinusitis,Op1Text,QueText,Op1Text,1
mt14,allergic rhinitis,Op1Text,QueText,Op1Text,1
mt14,herpes zoster,Op2Text,QueText,Op2Text,1
mt14,conjunctivitis,Op2Text,QueText,Op2Text,1
mt15,tonsillitis,Op1Text,QueText,Op1Text,1
mt15,otitis externa,Op1Text,QueText,Op1Text,1
mt15,otitis media,Op2Text,QueText,Op2Text,1
mt15,cellulitis,Op2Text,QueText,Op2Text,1
mu1,mu2,op1Text,Do you experience facial pain during or after exposure to cold air or allergens?,op1Text,0
mu1,mu3,op2Text,Do you experience facial pain during or after exposure to cold air or allergens?,op2Text,0
mu2,mu4,op1Text,"Do you have a fever, nasal discharge, or postnasal drip?",op1Text,0
mu2,mu5,op2Text,"Do you have a fever, nasal discharge, or postnasal drip?",op2Text,0
mu3,mu6,op1Text,Do you experience facial pain during or after physical activity or changes in posture?,op1Text,0
mu3,mu7,op2Text,Do you experience facial pain during or after physical activity or changes in posture?,op2Text,0
mu4,mu8,op1Text,"Is the nasal discharge thick, yellow, or green?",op1Text,0
mu4,mu9,op2Text,"Is the nasal discharge thick, yellow, or green?",op2Text,0
mu5,mu10,op1Text,Do you have a history of migraines or headaches?,op1Text,0
mu5,mu11,op2Text,Do you have a history of migraines or headaches?,op2Text,0
mu6,mu12,op1Text,Do you have a history of head or facial injuries?,op1Text,0
mu6,mu13,op2Text,Do you have a history of head or facial injuries?,op2Text,0
mu7,mu14,op1Text,Do you have a history of dental problems or procedures?,op1Text,0
mu7,mu15,op2Text,Do you have a history of dental problems or procedures?,op2Text,0
mu8,sinusitis,Op1Text,Do you have facial swelling or tenderness?,Op1Text,1
mu8,orbital cellulitis,Op2Text,Do you have facial swelling or tenderness?,Op2Text,1
mu9,allergic rhinitis,Op1Text,"Do you have itchy, watery eyes or sneezing?",Op1Text,1
mu9,acute bacterial pharyngitis,Op2Text,"Do you have itchy, watery eyes or sneezing?",Op2Text,1
mu10,migraine,Op1Text,Do your headaches occur on one side of your head and are accompanied by other symptoms like nausea or sensitivity to light?,Op1Text,1
mu10,cluster headache,Op2Text,Do your headaches occur on one side of your head and are accompanied by other symptoms like nausea or sensitivity to light?,Op2Text,1
mu11,trigeminal neuralgia,Op1Text,Is your facial pain triggered by touch or specific facial movements?,Op1Text,1
